Id,OwnerUserId,CreationDate,ParentId,Score,Body
9413,184,2008-08-13T02:22:24Z,9410,449,"<p><strong>Declaration</strong></p>

<p>A prototype for a function which takes a function parameter looks like the following:</p>

<pre><code>void func ( void (*f)(int) );
</code></pre>

<p>This states that the parameter <code>f</code> will be a pointer to a function which has a <code>void</code> return type and which takes a single <code>int</code> parameter. The following function (<code>print</code>) is an example of a function which could be passed to <code>func</code> as a parameter because it is the proper type:</p>

<pre><code>void print ( int x ) {
  printf(""%d\n"", x);
}
</code></pre>

<p><strong>Function Call</strong></p>

<p>When calling a function with a function parameter, the value passed must be a pointer to a function. Use the function's name (without parentheses) for this:</p>

<pre><code>func(print);
</code></pre>

<p>would call <code>func</code>, passing the print function to it.</p>

<p><strong>Function Body</strong></p>

<p>As with any parameter, func can now use the parameter's name in the function body to access the value of the parameter. Let's say that func will apply the function it is passed to the numbers 0-4. Consider, first, what the loop would look like to call print directly:</p>

<pre><code>for ( int ctr = 0 ; ctr &lt; 5 ; ctr++ ) {
  print(ctr);
}
</code></pre>

<p>Since <code>func</code>'s parameter declaration says that <code>f</code> is the name for a pointer to the desired function, we recall first that if <code>f</code> is a pointer then <code>*f</code> is the thing that <code>f</code> points to (i.e. the function <code>print</code> in this case). As a result, just replace every occurrence of print in the loop above with <code>*f</code>:</p>

<pre><code>void func ( void (*f)(int) ) {
  for ( int ctr = 0 ; ctr &lt; 5 ; ctr++ ) {
    (*f)(ctr);
  }
}
</code></pre>

<p>From <a href=""http://math.hws.edu/bridgeman/courses/331/f05/handouts/c-c++-notes.html"">http://math.hws.edu/bridgeman/courses/331/f05/handouts/c-c++-notes.html</a></p>"
9421,716,2008-08-13T02:34:47Z,9410,81,"<p>This question already has the answer for defining function pointers, however they can get very messy, especially if you are going to be passing them around your application. To avoid this unpleasantness I would recommend that you typedef the function pointer into something more readable. For example.</p>

<pre><code>typedef void (*functiontype)();
</code></pre>

<p>Declares a function that returns void and takes no arguments. To create a function pointer to this type you can now do:</p>

<pre><code>void dosomething() { }

functiontype func = &amp;dosomething;
func();
</code></pre>

<p>For a function that returns an int and takes a char you would do</p>

<pre><code>typedef int (*functiontype2)(char);
</code></pre>

<p>and to use it</p>

<pre><code>int dosomethingwithchar(char a) { return 1; }

functiontype2 func2 = &amp;dosomethingwithchar
int result = func2('a');
</code></pre>

<p>There are libraries that can help with turning function pointers into nice readable types. The <a href=""http://www.boost.org/doc/libs/1_36_0/doc/html/function.html"">boost function</a> library is great and is well worth the effort!</p>

<pre><code>boost::function&lt;int (char a)&gt; functiontype2;
</code></pre>

<p>is so much nicer than the above.</p>"
9502,1131,2008-08-13T06:08:24Z,9240,7,"<p>If I understand the question correctly, you've created a domain model and you would like to write an object-relational mapper to map between records in your database and your domain objects. However, you're concerned about polluting your domain model with the 'plumbing' code that would be necessary to read and write to your object's fields.</p>

<p>Taking a step back, you essentially have two choices of where to put your data mapping code - within the domain class itself or in an external mapping class.
The first option is often called the Active Record pattern and has the advantage that each object knows how to persist itself and has sufficient access to its internal structure to allow it to perform the mapping without needing to expose non-business related fields.</p>

<p>E.g</p>

<pre><code>public class User
{
	private string name;
	private AccountStatus status;

	private User()
	{
	}

	public string Name
	{
		get { return name; }
		set { name = value; }
	}

	public AccountStatus Status
	{
		get { return status; }
	}

	public void Activate()
	{
		status = AccountStatus.Active;
	}

	public void Suspend()
	{
		status = AccountStatus.Suspended;
	}

	public static User GetById(int id)
	{
		User fetchedUser = new User();

		// Lots of database and error-checking code
		// omitted for clarity
		// ...

		fetchedUser.name = (string) reader[""Name""];
		fetchedUser.status = (int)reader[""statusCode""] == 0 ? AccountStatus.Suspended : AccountStatus.Active;

		return fetchedUser;
	}

	public static void Save(User user)
	{
		// Code to save User's internal structure to database
		// ...
	}
}
</code></pre>

<p>In this example, we have an object that represents a User with a Name and an AccountStatus. We don't want to allow the Status to be set directly, perhaps because we want to check that the change is a valid status transition, so we don't have a setter. Fortunately, the mapping code in the GetById and Save static methods have full access to the object's name and status fields.</p>

<p>The second option is to have a second class that is responsible for the mapping. This has the advantage of seperating out the different concerns of business logic and persistence which can allow your design to be more testable and flexible. The challenge with this method is how to expose the name and status fields to the external class. Some options are:
  1. Use reflection (which has no qualms about digging deep into your object's private parts)
  2. Provide specially-named, public setters (e.g. prefix them with the word 'Private') and hope no one uses them accidentally
  3. If your language suports it, make the setters internal but grant your data mapper module access. E.g. use the InternalsVisibleToAttribute in .NET 2.0 onwards or friend functions in C++</p>

<p>For more information, I'd recommend Martin Fowler's classic book 'Patterns of Enterprise Architecture'</p>

<p>However, as a word of warning, before going down the path of writing your own mappers I'd strongly recommend looking at using a 3rd-party object relational mapper (ORM) tool such as nHibernate or Microsoft's Entity Framework. I've worked on four different projects where, for various reasons, we wrote our own mapper and it is very easy to waste a lot of time maintaining and extending the mapper instead of writing code that provides end user value. I've used nHibernate on one project so far and, although it has quite a steep learning curve initially, the investment you put in early on pays off considerably.</p>"
9562,NA,2008-08-13T07:52:51Z,4860,0,"<p>Can you let us know that technology you are using as there are some intresting bits out there around this stuff and some short cuts... i.e. WSE2 is complex beast and something that I dont like getting wrong!  </p>

<p>I dont like developers doing this and there are WSE2 accelorators out there like SSL Accelorates as the processing of encryption has a hugh cost best to take it out of process from the normal code and the development arena.</p>

<p>If this is an option for you - <a href=""http://forumsys.com/"" rel=""nofollow"" title=""Unison Home Page"">Try look at this - ForumSystems</a></p>"
9653,842,2008-08-13T11:11:42Z,9650,6,"<p>Checkout CLISP <a href=""http://en.wikipedia.org/wiki/CLISP"">wiki-link</a> that ie. was used by Paul Graham</p>

<p>Direct <a href=""http://clisp.cons.org/"">link</a></p>
"
9655,1065,2008-08-13T11:13:43Z,9650,1,"<p>Did you try Allegro CL from <a href=""http://www.franz.com/"" rel=""nofollow"">http://www.franz.com/</a>?</p>
"
9659,188,2008-08-13T11:27:55Z,9650,13,"<p>You could also try <a href=""http://www.plt-scheme.org/"">DrScheme</a>, which whilst not exactly a standalone interpreter, isn't emacs :)</p>

<p>It's basically a simple IDE that has an area to type in code that can be executed as a file, and then another area that is the running interpreter that you can interact with.</p>

<p>(Also, find the UC Berkeley CS61A podcasts and listen to them, as well as reading SICP)</p>"
9679,279,2008-08-13T11:55:48Z,9650,7,"<p>It looks like Steel Bank Common Lisp (SBCL) also caters to what you want:</p>

<p><a href=""http://www.sbcl.org/manual/Shebang-Scripts.html#Shebang-Scripts"" rel=""nofollow"">http://www.sbcl.org/manual/Shebang-Scripts.html#Shebang-Scripts</a></p>

<p>SBCL is both top rate and open source.</p>
"
9752,267,2008-08-13T13:03:17Z,9750,4,"<p>What specifically does that question mean?</p>

<p>Does <em>reverse</em> mean setting 1's to 0's and vice versa?</p>

<p>Or does it mean <em>00001100</em> --> <em>00110000</em> where you reverse their order in the byte? Or perhaps just reversing the part that is from the first 1 to the last 1? ie. <em>00110101</em> --> <em>00101011</em>?</p>

<p>Assuming it means reversing the bit order in the whole byte, here's an x86 assembler version:</p>

<pre><code>; al is input register
; bl is output register

xor bl, bl      ; clear output

; first bit
rcl al, 1       ; rotate al through carry
rcr bl, 1       ; rotate carry into bl

; duplicate above 2-line statements 7 more times for the other bits
</code></pre>

<p>not the most optimal solution, a table lookup is faster.</p>"
9756,42,2008-08-13T13:04:59Z,9750,4,"<p>Reversing the order of bits in C#:</p>

<pre><code>byte ReverseByte(byte b)
{
    byte r = 0;
    for(int i=0; i&lt;8; i++)
    {
        int mask = 1 &lt;&lt; i;
        int bit = (b &amp; mask) &gt;&gt; i;
        int reversedMask = bit &lt;&lt; (7 - i);
        r |= (byte)reversedMask;
    }
    return r;
}
</code></pre>

<p>I'm sure there are more clever ways of doing it but in that precise case, the interview question is meant to determine if you know bitwise operations so I guess this solution would work.</p>

<p>In an interview, the interviewer usually wants to know how you find a solution, what are you problem solving skills, if it's clean or if it's a hack. So don't come up with too much of a clever solution because that will <em>probably</em> mean you found it somewhere on the Internet beforehand. Don't try to fake that you don't know it neither and that you just come up with the answer because you are a genius, this is will be even worst if she figures out since you are basically lying.</p>"
9758,1035,2008-08-13T13:05:31Z,9750,2,"<p>The classic <a href=""http://graphics.stanford.edu/~seander/bithacks.html"" rel=""nofollow"">Bit Hacks</a> page has several (really very clever) ways to do this, but it's all in C. Any language derived from C syntax (notably Java) will likely have similar methods. I'm sure we'll get some Haskell versions in this thread ;)</p>
"
9778,1190,2008-08-13T13:15:42Z,9750,2,"<blockquote>
  <p><code>byte ReverseByte(byte b)
  {
      return b ^ 0xff;
  }</code></p>
</blockquote>

<p>That works if <code>^</code> is XOR in your language, but not if it's <code>AND</code>, which it often is.</p>"
9840,37,2008-08-13T13:54:10Z,4430,9,"<p>I have used <a href=""http://www.scottnichol.com/nusoapintro.htm"">NuSOAP</a> in the past.  I liked it because it is just a set of PHP files that you can include.  There is nothing to install on the web server and no config options to change.  It has WSDL support as well which is a bonus.</p>
"
